,id,name,first_air_date,overview,popularity,vote_average,vote_count
787,1712,The Munsters,1964-09-24,A family of friendly monsters that have misadventures all while never quite understanding why people react to them so strangely.,54.306,8.0,421
788,32368,The Killing,2007-01-07,"The Killing is a Danish police procedural set in the Copenhagen main police department and revolves around Detective Inspector Sarah Lund and her team, with each season series following a different murder case day-by-day and a one-hour episode covering twenty-four hours of the investigation. The series is noted for its plot twists, season-long storylines, dark tone and for giving equal emphasis to the story of the murdered victim's family alongside the police investigation. It has also been singled out for the photography of its Danish setting, and for the acting ability of its cast.",48.769,7.955,233
789,1554,QI,2003-09-11,"Comedy quiz show full of quirky facts, in which contestants are rewarded more if their answers are 'quite interesting'.",104.422,7.955,247
790,21641,Good Luck Charlie,2010-04-04,"Teens PJ and Teddy and tween brother Gabe are typical kids -- that is, until their mother has another baby. The arrival of their new sister completely upends the entire household. When their mother heads back to work after Charlie's birth, it's up to the kids and their dad to keep the home fires burning -- and to keep Charlie out of trouble as she learns to sit up, crawl, walk and run. Teddy, as the older sister, makes a personalized video diary for Charlie, in each episode adding a nugget of wisdom for her baby sibling.",93.162,8.0,404
791,88367,Scooby-Doo and Guess Who?,2019-06-27,The Mystery Inc. gang solve bigger mysteries while also encountering many memorable celebrities.,47.422,7.95,228
792,59659,Halt and Catch Fire,2014-06-01,"During the rise of the PC era in the early 1980s, an unlikely trio - a visionary, an engineer and a prodigy - take personal and professional risks in the race to build a computer that will change the world as they know it.",71.878,7.949,477
793,4589,Arrested Development,2003-11-02,"The story of a wealthy family that lost everything, and the one son who had no choice but to keep them all together.",426.391,7.949,1382
794,40403,Miss XV,2012-04-16,"Miss XV follows the story of two teenage best friends, Valentina and Natalia, (who were born on the same day at the same hour), who dream of the perfect quinceañera birthday party, and long to become the girlfriends of their respective crushes, Niko and Eddy.",134.61,7.9,210
795,4327,Mr. Bean,1990-01-01,Mr Bean turns simple everyday tasks into chaotic situations and will leave you in stitches as he creates havoc wherever he goes.,82.441,7.9,1334
796,2719,Coupling,2000-05-12,"Six friends in their thirties navigate dating, sexual adventures,  and mishaps on their quest to find love.",27.58,7.9,285
797,61244,Happy Valley,2014-04-29,"Happy Valley is a dark, funny, multi-layered thriller revolving around the personal and professional life of Catherine, a dedicated, experienced, hard-working copper. She is also a bereaved mother who looks after her orphaned grandchild.",69.015,7.946,317
798,66203,Soy Luna,2016-03-14,"Luna Valente lives with her family in Cancún, Mexico. She goes to school, has her own group of friends, has a job, and loves to skate. However, her life changes when her parents are given a job offer that moves them to Buenos Aires, Argentina. There she finds a new skating rink (named Jam & Roller), learns freestyling, makes new friends, and even falls in love.",237.231,7.9,1037
799,4607,Lost,2004-09-22,"Stripped of everything, the survivors of a horrific plane crash  must work together to stay alive. But the island holds many secrets.",478.666,7.945,4338
800,72750,Killing Eve,2018-04-08,"A security consultant hunts for a ruthless assassin. Equally obsessed with each other, they go head to head in an epic game of cat-and-mouse.",118.081,7.944,1292
801,1695,Monk,2002-07-12,"Adrian Monk was once a rising star with the San Francisco Police Department, legendary for using unconventional means to solve the department's most baffling cases. But after the tragic (and still unsolved) murder of his wife Trudy, he developed an extreme case of obsessive-compulsive disorder. Now working as a private consultant, Monk continues to investigate cases in the most unconventional ways.",366.787,7.9,1079
802,1436,Justified,2010-03-16,"A character drama based on the 2001 Elmore Leonard short story ""Fire in the Hole."" Leonard's tale centers around U.S. Marshal Raylan Givens of Kentucky, a quiet but strong-willed official of the law. The tale covers his high-stakes job, as well as his strained relationships with his ex-wife and father.",112.213,7.9,709
803,10283,Archer,2009-09-17,"Sterling Archer is the world's most daunting spy. He works for ISIS, a spy agency run by his mother. In between dealing with his boss and his co-workers - one of whom is his ex-girlfriend - Archer manages to annoy or seduce everyone that crosses his path. His antics are only excusable because at the end of the day, he still somehow always manages to thwart whatever crises was threatening mankind.",118.111,7.941,1244
804,62227,Triage X,2015-04-09,"Mochizuki General Hospital boasts some of the most well-trained nurses in town. But though these ladies spend much of their day battling sickness, their after-hours are spent fighting a very different sort of disease... Under the leadership of the hospital chairman, a handful of staff members and local teenagers form a group of mercenary assassins, targeting the ""cancers"" of society and excising those individuals before their wickedness spreads.",29.582,7.9,249
805,103786,The Cuphead Show!,2022-02-18,Follow the misadventures of the impulsive Cuphead and his cautious but persuadable brother Mugman in this animated series based on the hit video game.,44.549,7.937,324
806,77939,MEGALOBOX,2018-04-06,"A desolate land stretches out from the city of poverty. A motorcycle speeds recklessly, blowing clouds of sand and dust. The rider is the protagonist of this story – he has neither a name nor a past. All he has is his ring name, “Junk Dog” and a technique for rigging MEGALOBOX matches with his pal Gansaku Nanbu, which they use to support their hand-to-mouth lives. JD is bored, resigned, and unfulfilled. Yuri has been the reigning champion of MEGALOBOX for the past few years. He has the skills and presence of a true champion. This is a story of JD and his rival, Yuri.",228.881,7.937,221
807,126531,Elite Short Stories: Guzmán Caye Rebe,2021-06-14,"Rebe hosts an intimate house warming party for her friends, but the situation takes a dramatic turn with the help of drugs and unexpected visitors.",19.259,7.9,307
808,1892,The Fresh Prince of Bel-Air,1990-09-10,"Will, a street-smart teenager, moves from the tough streets of West Philly to posh Bel-Air to live with his Uncle Philip, Aunt Vivian, his cousins — spoiled Hilary, preppy Carlton and young Ashley — and their sophisticated British butler, Geoffrey. Though Will’s antics and upbringing contrast greatly with the upper-class lifestyle of his extended relatives, he soon finds himself right at home as a loved part of the family.",75.033,7.936,2259
809,111141,Maid,2021-09-30,"After fleeing an abusive relationship, a young mother finds a job cleaning houses as she fights to provide for her child and build them a better future.",36.065,7.937,687
810,2734,Law & Order: Special Victims Unit,1999-09-20,"In the criminal justice system, sexually-based offenses are considered especially heinous. In New York City, the dedicated detectives who investigate these vicious felonies are members of an elite squad known as the Special Victims Unit. These are their stories.",1268.51,7.935,3848
811,90296,Tokyo Vice,2022-04-07,"A first-hand account of the Tokyo Metropolitan Police beat following Jake Adelstein, an American journalist who embeds himself into the Tokyo Vice police squad to reveal corruption. Based on Jake Adelstein’s non-fiction book of the same name.",87.715,7.9,273
812,1427,Broadchurch,2013-03-04,"The murder of a young boy in a small coastal town brings a media frenzy, which threatens to tear the community apart.",34.885,7.934,842
813,45579,The Moon Embracing the Sun,2012-01-04,"Years after she's assumed dead by the palace, a young noblewoman, now trained as a shaman, returns to court to reclaim her rightful position as queen.",122.822,7.9,215
814,38165,ThunderCats,2011-07-29,"The ThunderCats are on the move! After the kingdom of Thundera is attacked by the lizard people, Lion-O leads Tygra, Cheetara and the other heroes on a quest for the Book of Omens and the magic stones of legend. But he'll have to face villains like Mumm-Ra, the ancient evil sorceror, and Slithe, the dangerous lizard general. Luckily, he has the Sword of Omens and its amazing powers at his disposal.",46.527,7.933,238
815,32895,Rizzoli & Isles,2010-07-12,"Perhaps their strikingly different personalities make the relationship between detective Jane Rizzoli and medical examiner Maura Isles so effective. Jane, the only female cop in Boston's homicide division, is tough, relentless and rarely lets her guard down, while the impeccably dressed Maura displays a sometimes icy temperament — she is, after all, more comfortable among the dead than the living. Together, the best friends have forged a quirky and supportive relationship; they drop the protective shield in each other's company, and combine their expertise to solve Boston's most complex cases.",322.089,7.928,422
816,80968,Narcos: Mexico,2018-11-16,See the rise of the Guadalajara Cartel as an American DEA agent learns the danger of targeting narcos in 1980s Mexico.,279.214,7.9,1331
817,72,Only Fools and Horses,1981-09-08,The misadventures of two wheeler dealer brothers Del Boy and Rodney Trotter of 'Trotters Independent Traders PLC' who scrape their living by selling dodgy goods believing that next year they will be millionaires.,58.943,7.926,269
818,124800,Love & Death,2023-04-27,Candy and Pat Montgomery and Betty and Allan Gore — two churchgoing couples — enjoy their small town Texas life… until an extramarital affair leads somebody to pick up an axe.,32.321,7.928,341
819,16830,Hellsing,2001-10-10,"Vampires exist. It is the duty of Hellsing, an organization sponsored by the British government, to hide that frightening fact and protect the blissfully unaware populace. Along with its own personal army, Hellsing also has a few secret weapons. Alucard, an incredibly powerful vampire, has been controlled by Hellsing for years. Although he dislikes being a servant to the Hellsing family, he certainly enjoys his job as Hellsing’s vampire exterminator. Seras is a fledgling vampire and a former police woman. Although reluctant to embrace her new self, she is still a valuable member of the organization. Integra Hellsing, the current leader, is usually fully capable of fulfilling her duty, but lately, vampire activity has been on the rise. Unfortunately, the cause is more alarming than anything she could have imagined...",27.358,7.9,520
820,88640,Looking for Alaska,2019-10-19,"Miles enrolls in a new boarding school seeking adventure. There, he befriends a group of quirky students led by the captivating and troubled Alaska. As they pull pranks and explore dark secrets, a night of celebration takes a tragic turn, forcing the group to grapple with loss and the complexities of growing up.",29.098,7.923,575
821,44953,El Señor de los Cielos,2013-04-15,"Set in the 1990s, these are the life and times of Amado Carrillo Fuentes, a man who became the head of the Juárez cartel. Nicknamed “El Señor de los Cielos” (Lord of the Skies) because of the large fleet of airplanes he used to transport drugs, he was also known for washing more than $200 million through Colombia to finance his huge fleet. He is described as the most powerful drug trafficker of his time.",201.191,7.923,3249
822,745,Spaced,1999-09-24,"Spaced: the anti-Friends, in that it examines the lives of common 20 somethings, but in a way that is more down to earth and realistic. Here we have Daisy and Tim; two 'young' adults with big dreams just trying to get by in this crazy world. They are thrown together in a common pursuit of tenancy, which they find by posing as a couple. The house has a landlady and an oddball artist living there. The series explores the ins and outs of London living.",40.218,7.922,435
823,185,Carnivàle,2003-09-14,"Carnivàle is an American television series set in the United States during the Great Depression and Dust Bowl. In tracing the lives of two disparate groups of people, its overarching story depicts the battle between good and evil and the struggle between free will and destiny; the storyline mixes Christian theology with gnosticism and Masonic lore, particularly that of the Knights Templar.",28.308,7.922,405
824,96444,Interspecies Reviewers,2020-01-11,"In a world bursting at the seams with moe monsters and humanoids of the horned sort, which brave heroes will take it upon themselves to review the beastly babes of the red-light district? Can only one be crowned the ultimate title of best girl? Behold the most tantalizing of trials.",148.57,7.9,579
825,44317,Saint Seiya Omega,2012-04-01,An anime-original spin-off/sequel based on the Saint Seiya series.,427.461,7.9,218
826,133748,Twisted Metal,2023-07-27,"A motor-mouthed outsider with no memory of his past is offered a chance at a better life, but only if he can successfully deliver a mysterious package across a post-apocalyptic wasteland. With the help of a badass axe-wielding car thief, he’ll face savage marauders driving vehicles of destruction and other dangers of the open road, including a deranged clown who drives an all too familiar ice cream truck.",33.697,7.919,357
827,18685,Hasta que el dinero nos separe,2009-06-29,"Hasta Que el Dinero Nos Separe is a telenovela produced by Emilio Larrosa. It is a remake of the Colombian soap opera Hasta Que la Plata Nos Separe. Hasta Que el Dinero Nos Separe stars Itatí Cantoral, Pedro Fernández, Victor Noriega, Luz Elena González and Joana Benedek. The telenovela made its debut on June 29, 2009 at 8 pm in Mexico's Canal de las Estrellas, in HD in some markets, and January 18, 2010 at 8/7 pm USA's Univision, starting on April 26, 2010, it aired from 8 pm est to 10 pm est in HD in some markets, until June 1, 2010, when Soy Tu Dueña premiered on Univision at 9pm, thus returning the novela back to its former one hour airing time. On February 16, 2010 Hasta Que El dinero nos separe premiered on internet TV's bsn Latino.

""The Best Telenovela of the Year 2010.""",40.656,7.919,665
828,4455,Get Smart,1965-09-18,"Get Smart is an American comedy television series that satirizes the secret agent genre. Created by Mel Brooks with Buck Henry, the show stars Don Adams, Barbara Feldon, and Edward Platt. Henry said they created the show by request of Daniel Melnick, who was a partner, along with Leonard Stern and David Susskind, of the show's production company, Talent Associates, to capitalize on ""the two biggest things in the entertainment world today""—James Bond and Inspector Clouseau. Brooks said: ""It's an insane combination of James Bond and Mel Brooks comedy."" This is the only Mel Brooks production to feature a laugh track.

The success of the show eventually spawned the follow-up films The Nude Bomb and Get Smart, Again!, as well as a 1995 revival series and a 2008 film remake. In 2010, TV Guide ranked Get Smart's opening title sequence at No. 2 on its list of TV's Top 10 Credits Sequences, as selected by readers.",100.999,7.9,390
829,97951,Mayor of Kingstown,2021-11-14,"In a small Michigan town where the business of incarceration is the only thriving industry, the McClusky family are the power brokers between the police, criminals, inmates, prison guards and politicians in a city completely dependent on prisons and the prisoners they contain.",325.51,7.9,434
830,60585,Bosch,2015-01-14,"Based on Michael Connelly's best-selling novels, these are the stories of relentless LAPD homicide Detective Harry Bosch who pursues justice at all costs. But behind his tireless momentum is a man who is haunted by his past and struggles to remain loyal to his personal code: “Everybody counts or nobody counts.”",230.921,7.918,585
831,32871,Supernatural: The Anime Series,2011-01-12,"After losing their mother to a demon, two brothers grow up fighting supernatural beings.",23.864,7.9,250
832,75450,Titans,2018-10-12,A team of young superheroes led by Nightwing (formerly Batman's first Robin) form to combat evil and other perils.,198.13,7.915,2680
833,61418,Jane the Virgin,2014-10-13,"A comedy-drama following a chaste young woman who is accidentally impregnated via artificial insemination as she struggles to inform her devoutly religious family and make the right choices concerning the child. Based on the telenovela ""Juana la virgen.""",165.717,7.915,849
834,107365,Bel-Air,2022-02-13,The journey of a book smart teen whose life is forever transformed when he moves from the streets of west Philadelphia to live with his relatives in one of LA’s wealthiest suburbs.,51.067,7.9,222
835,17035,Generation Kill,2008-07-13,The first 40 days of the war in Iraq as seen through the eyes of an elite group of U.S. Marines who spearheaded the invasion along with an embedded Rolling Stone reporter. A vivid account of the soldiers and of the forces that guided them in an often-improvised initiative.,16.753,7.914,424
836,693,Desperate Housewives,2004-10-03,"Looking down on her friends and family isn't a way of life for Mary Alice Young... it's a way of death. One day, in her perfect house, in the loveliest of suburbs, Mary Alice ended it all. Now she's taking us into the lives of her family, friends and neighbors, commenting from her elevated P.O.V.",299.308,7.913,1862
837,110531,Pretty Little Liars: Original Sin,2022-07-28,"Twenty years ago, a series of tragic events almost ripped the blue-collar town of Millwood apart. Now, in the present day, a group of disparate teen girls finds themselves tormented by an unknown Assailant and made to pay for the secret sin their parents committed two decades ago, as well as their own.",36.808,7.9,211
838,61014,The Knick,2014-08-08,"Set in downtown New York in 1900, 'The Knick' is centered on the Knickerbocker Hospital and its staff, notably Dr. John Thackery, the hospital's brilliant chief surgeon who pushes medicine's boundaries, pioneering new procedures despite a severe drug addiction.",34.617,7.912,434
839,12536,Yu-Gi-Oh! GX,2004-10-06,"Ten years after the Ceremonial Battle, a teenage boy named Judai Yuuki (Jaden Yuki) heads off in order to join the Duel Academia (Duel Academy) located on a remote island off the coast of Japan. There he meets his fellow students and gains a few friends, along with a few enemies. Judai is put into the lowest rank of Osiris Red (Slifer Red), but he continues to test his skills against the students and faculty to prove his worth as a Duelist and earn the respect of everyone around him.",57.638,7.9,278
840,82452,Avatar the Last Airbender,2024-02-22,A young boy known as the Avatar must master the four elemental powers to save a world at war — and fight a ruthless enemy bent on stopping him.,143.096,7.91,849
841,95480,Slow Horses,2022-04-01,"Follow a dysfunctional team of MI5 agents—and their obnoxious boss, the notorious Jackson Lamb—as they navigate the espionage world's smoke and mirrors to defend England from sinister forces.",225.802,7.909,473
842,59186,Impractical Jokers,2011-12-15,"This hidden-camera series follows four lifelong friends -- Brian ""Q""' Quinn, James ""Murr""' Murray, Joe Gatto and Sal Vulcano -- who take dares to an outrageous level. To find out who is best under pressure, the guys compete in awkward and outrageous hidden-camera hijinks with the loser performing what is deemed to be the most-mortifying challenge yet.",75.853,7.9,357
843,80563,How Not to Summon a Demon Lord,2018-07-05,"When it comes to the fantasy MMORPG Cross Reverie, none can match the power of the Demon King Diablo. Possessing the game’s rarest artifacts and an unrivaled player level, he overpowers all foolish enough to confront him. But despite his fearsome reputation, Diablo’s true identity is Takuma Sakamoto, a shut-in gamer devoid of any social skills. Defeating hopeless challengers day by day, Takuma cares about nothing else but his virtual life—that is, until a summoning spell suddenly transports him to another world where he has Diablo’s appearance!

In this new world resembling his favorite game, Takuma is greeted by the two girls who summoned him. They perform an Enslavement Ritual in an attempt to subjugate him, but the spell backfires and causes them to become his slaves instead. With the situation now becoming more awkward than ever, Takuma decides to accompany the girls in finding a way to unbind their contract while learning to adapt to his new existence as the menacing Demon King.",162.646,7.9,299
844,1418,The Big Bang Theory,2007-09-24,Physicists Leonard and Sheldon find their nerd-centric social circle with pals Howard and Raj expanding when aspiring actress Penny moves in next door.,207.64,7.9,11395
845,99583,Danger Force,2020-03-28,Captain Man has a new crew of superhero sidekicks - Danger Force. Captain Man and Schwoz create a fake school to train the kids to harness their uncontrollable superpowers to fight crime.,124.102,7.9,252
846,73107,Barry,2018-03-25,A listless hitman is enthralled by theatre acting and becomes eager to leave his old life behind in pursuit of a new career.,71.756,7.907,900
847,67272,Shopaholic Louis,2016-09-21,"A romance takes place between Kang Ji-Sung aka Louie and Ko Bok-Sil. Louie is from a rich family, but he has lost his memory. Ko Bok-Sil is a woman with a heart like an angel. Louie learns about true love after meeting Ko Bok-Sil.",91.256,7.9,209
848,5835,Goosebumps,1995-10-27,"Anything can turn spooky in this horror anthology series based on the best-selling books by master of kid horror, R.L. Stine. In every episode, see what happens when regular kids find themselves in scary situations, and how they work to confront and overcome their fears.",79.371,7.906,581
849,92053,For Life,2020-02-11,"A prisoner becomes a lawyer, litigating cases for other inmates while fighting to overturn his own life sentence for a crime he didn’t commit.",34.315,7.905,262
850,76122,Death March to the Parallel World Rhapsody,2018-01-11,"29-year-old programmer Suzuki Ichirou finds himself transported into a fantasy RPG. Within the game, he's a 15-year-old named Satou. At first he thinks he's dreaming, but his experiences seem very real. Due to a powerful ability he possesses with limited use, he ends up wiping out an army of lizard men and becomes a high leveled adventurer. Satou decides to hide his level, and plans to live peacefully and meet new people. However, developments in the game's story, such as the return of a demon king, may cause a nuisance to Satou's plans.",200.562,7.905,241
851,8358,Lie to Me,2009-01-21,"The world's leading deception researcher, Dr. Cal Lightman, studies facial expression, body language and tone of voice to determine when a person is lying and why, which helps law enforcement and government agencies uncover the truth. But his skills also make it easier for him to deceive others.",100.649,7.905,1493
852,68507,His Dark Materials,2019-11-03,"Lyra is an orphan who lives in a parallel universe in which science, theology and magic are entwined. Her search for a kidnapped friend uncovers a sinister plot involving stolen children and turns into a quest to understand a mysterious phenomenon called Dust. She is later joined on her journey by Will, a boy who possesses a knife that can cut windows between worlds. As she learns the truth about her parents and her prophesied destiny, the two young people are caught up in a war against celestial powers that ranges across many worlds.",96.361,7.904,1661
853,918,M*A*S*H,1972-09-17,"The 4077th Mobile Army Surgical Hospital is stuck in the middle of the Korean war. With little help from the circumstances they find themselves in, they are forced to make their own fun. Fond of practical jokes and revenge, the doctors, nurses, administrators, and soldiers often find ways of making wartime life bearable.",174.871,7.904,657
854,116386,Doom at Your Service,2021-05-10,A woman with only a short time to live and a man with the supernatural power to bring the world to an end discover the true meaning of life and love.,47.41,7.903,448
855,668,X-Men: Evolution,2000-11-04,"Teenagers Cyclops, Jean Grey, Rogue, Nightcrawler, Shadowcat, and Spike fight for a world that fears and hates them.",61.348,7.9,470
856,80748,FBI,2018-09-25,"The New York office of the FBI brings to bear all their talents, intellect and technical expertise on major cases in order to keep their city and the country safe.",417.06,7.9,804
857,80825,Jesus,2018-07-24,,112.207,7.899,291
858,2742,Flight of the Conchords,2007-06-17,"The trials and tribulations of a two man, digi-folk band who have moved from New Zealand to New York in the hope of forging a successful music career. So far they've managed to find a manager (whose ""other"" job is at the New Zealand Consulate), one fan (a married obsessive) and one friend (who owns the local pawn shop) -- but not much else.",33.007,7.899,343
859,65708,Taboo,2017-01-07,Adventurer James Keziah Delaney returns to London from Africa in 1814 along with fourteen stolen diamonds to seek vengeance after the death of his father.,55.455,7.898,1239
860,88713,We Are Who We Are,2020-09-14,"Two American kids who live on a U.S. military base in Italy explore friendship, first love, identity, and all the messy exhilaration and anguish of being a teenager.",62.361,7.897,348
861,48866,The 100,2014-03-19,"100 years in the future, when the Earth has been abandoned due to radioactivity, the last surviving humans live on an ark orbiting the planet — but the ark won't last forever. So the repressive regime picks 100 expendable juvenile delinquents to send down to Earth to see if the planet is still habitable.",435.613,7.897,8144
862,96571,Move to Heaven,2021-05-14,"Finding life in all that’s left behind, a detail-oriented trauma cleaner and his estranged uncle deliver untold stories of the departed to loved ones.",69.154,7.9,313
863,82700,Baby,2018-11-30,"Fed up with their families and classmates, two teen girls from a wealthy part of Rome are drawn to the city's underworld and start leading double lives.",56.177,7.896,850
864,66496,Hwarang: The Poet Warrior Youth,2016-12-19,An elite group of young warriors trained in morals and martial arts finds love and friendship in Silla during Korea’s ancient Three Kingdoms period.,131.477,7.9,256
865,2426,Angel,1999-10-05,"The vampire Angel, cursed with a soul, moves to Los Angeles and aids people with supernatural-related problems while questing for his own redemption. A spin-off from Buffy the Vampire Slayer.",278.884,7.9,911
866,42942,Angel Beats!,2010-04-03,"Angel Beats takes place in the afterlife and focuses on Otonashi, a boy who lost his memories of his life after dying. He is enrolled into the afterlife school and meets a girl named Yuri who invites him to join the Afterlife Battlefront — an organization she leads which fights against God. The Battlefront fight against the student council president Angel, a girl with supernatural powers.",69.804,7.9,394
867,60694,Last Week Tonight with John Oliver,2014-04-27,"A half-hour satirical look at the week in news, politics and current events.",215.187,7.894,678
868,512,Third Watch,1999-09-23,"The exploits of a group of men and women who serve the City of New York as police officers, firemen, and paramedics, all working the same fictional 55th precinct during the 3pm to 11pm shift - the 'Third Watch'.",133.934,7.9,207
869,56425,Baki the Grappler,2001-01-08,"Baki Hanma is a young fighter who yearns to follow in the footsteps of his father, Yujiro, and become the strongest fighter in the world. Through that he trains tirelessly and fights constantly to hone his skills and develop his body to achieve these goals. Many intense battles lay ahead of Baki as he goes about his quest to be the best and ultimately take the title of ""King"" from his father.",220.6,7.9,322
870,46261,Fairy Tail,2009-10-12,"Lucy is a 17-year-old girl, who wants to be a full-fledged mage. One day when visiting Harujion Town, she meets Natsu, a young man who gets sick easily by any type of transportation. But Natsu isn't just any ordinary kid, he's a member of one of the world's most infamous mage guilds: Fairy Tail.",287.81,7.9,950
871,42511,The Melancholy of Haruhi Suzumiya,2006-04-03,"I thought that when I entered high school, my days of believing in aliens, time travelers and ESPers were going to be over. That is, until she introduced herself. Claiming to be interested in only aliens, time travelers, and ESPers, Haruhi Suzumiya was the strangest girl I've met in a long time... Before I knew what's going on, I've been dragged into her weird club, and it looks like I'm not the only one who has been drafted into this ""SOS Brigade"" of hers, because there are three other students who don't seem to be so ordinary themselves.",240.912,7.9,262
872,1877,Phineas and Ferb,2007-08-17,"Each day, two kindhearted suburban stepbrothers on summer vacation embark on some grand new project, which annoys their controlling sister, Candace, who tries to bust them. Meanwhile, their pet platypus plots against evil Dr. Doofenshmirtz.",204.528,7.9,862
873,66292,Big Little Lies,2017-02-19,The tale of three mothers of first graders whose apparently perfect lives unravel to the point of murder.,66.977,7.891,1474
874,4586,Gilmore Girls,2000-10-05,"Set in the charming town of Stars Hollow, Connecticut, the series follows the captivating lives of Lorelai and Rory Gilmore, a mother/daughter pair who have a relationship most people only dream of.",241.432,7.9,1047
875,73944,Black,2017-10-14,"A Grim Reaper, a detective and a woman who foresees death get ensnared in matters of life and death -- and dark mysteries of twenty years past.",67.549,7.9,383
876,62255,Seraph of the End,2015-04-04,"In 2012, the world allegedly comes to an end at the hands of a human-made virus, ravaging the global populace and leaving only children untouched. It is at this time that vampires emerge from the recesses of the earth, likely followed by age-old horrors of the dark thought only to be myth. The vampires sweep the earth and claim it in a single violent stroke, subjugating the remnants of humanity and leading them beneath the surface to safety. This ""protection"" comes at the price of donating blood to their captors. At the age of twelve, Yūichirō and his friend and fellow orphan Mikaela plotted to escape along with the children in Hyakuya Orphanage. However, this resulted in their deaths and Mikaela sacrifices himself in order for Yūichirō to escape and be saved by members of the Moon Demon Company, an extermination unit of the Japanese Imperial Demon Army. Four years later, Yūichirō dedicates his life to destroy vampires and seek revenge against them for murdering his ""family"".",226.04,7.889,389
877,44824,Pasión prohibida,2013-01-22,"Pasión Prohibida is a Spanish-language telenovela produced by United States-based television network Telemundo Television Studios, Miami. It is a remake of the Turkish telenovela Aşk-ı Memnu by Ece Yörenç and Melek Gençoğlu. It has been adapted from Halit Ziya Uşaklıgil's novel Aşk-ı Memnu, published in 1900, but takes place in the modern-day Miami, instead of the novel's late 19th century setting. Jencarlos Canela and Mónica Spear starred as the protagonists.",30.106,7.9,464
878,19253,Mazinger Z,1972-12-03,"Mazinger Z, known briefly as Tranzor Z in the United States, is a Japanese super robot manga series written and illustrated by Go Nagai. The first manga version was serialized in Shueisha's Weekly Shōnen Jump from October 1972 to August 1973, and it later continued in Kodansha TV Magazine from October 1973 to September 1974. It was adapted into an anime television series which aired on Fuji TV from December 1972 to September 1974. A second manga series was released alongside the TV show, this one drawn by Gosaku Ota, which started and ended almost at the same time of the TV show. Mazinger Z has spawned several sequels and spinoff series, among them UFO Robot Grendizer and Mazinkaiser. It was a very popular cartoon in Mexico during the 1980s, where it was dubbed into Spanish directly from the Japanese version, keeping the Japanese character names and broadcasting all 92 episodes, unlike the version aired in the U.S.",41.911,7.9,378
879,50035,Clarence,2014-04-14,"In a world of noise, Clarence is a jar of sunshine, pure and simple. He sees the world only in his favorite colors: goofy grape and neon green. Clarence values his friends Jeff and Sumo and his mother Mary more than gold. No matter what happens, good or bad, nothing brings Clarence down.",161.309,7.887,269
880,1450,The Closer,2005-06-13,"Deputy Police Chief Brenda Leigh Johnson transfers from Atlanta to LA to head up a special unit of the LAPD that handles sensitive, high-profile murder cases. Johnson's quirky personality and hard-nosed approach often rubs her colleagues the wrong way, but her reputation as one of the world's best interrogator eventually wins over even her toughest critics.",128.419,7.886,295
881,12614,Clase 406,2002-07-01,"The realistic chronicles of a working class group of Hispanic youth, with heavy subject matter like sex, drug dealing, teen pregnancy, abuse, drinking, rape, deception, and heartbreak.",32.315,7.885,252
882,71715,Good Girls,2018-02-26,"Three ""good girl"" suburban wives and mothers suddenly find themselves in desperate circumstances and decide to stop playing it safe and risk everything to take their power back.",203.018,7.9,605
883,36983,Rosario + Vampire,2008-01-03,"An ordinary high school boy fails to get into any private academy except one — which happens to be populated by supernatural creatures disguised as humans. To survive, he has to pretend that he is one of them and blend in.",139.126,7.9,250
884,17463,Kid vs. Kat,2008-10-25,"Kid vs. Kat is a Canadian-American animated television series developed and produced at Studio B Productions. The show was created and co-directed by Rob Boutilier. The series is distributed by Studio B Productions. The feature revolves around a 10-year-old boy's constant battle with his sister's Sphinx cat which, in reality, is a cybernetic alien.

The show premiered on YTV in Canada on October 25, 2008, aired on Disney XD in the United States on February 21, 2009, and then ended on June 4, 2011. It ran for 2 seasons, spanning 52 episodes.",39.952,7.883,295
885,12777,Corazón salvaje,1993-07-05,A telenovela that dramatizes the romances and rivalries between two brothers and two sisters in Mexico between the years 1885 and 1900.,29.603,7.9,587
886,199001,My Life with the Walter Boys,2023-12-07,"When a tragedy disrupts her life, a teen moves in with her guardian's big family in a small town and learns new lessons about love, hope and friendship.",96.227,7.873,220
887,106158,Law & Order: Organized Crime,2021-04-01,The detectives of the Organized Crime Control Bureau work to dismantle New York City's most vicious and violent illegal enterprises.,97.723,7.88,241
888,10331,Spawn,1997-05-16,"Todd McFarlane's Spawn is an animated television series which aired on HBO from 1997 through 1999. It is also released on DVD as a film series. It is based on the Spawn comic series from Image Comics, and was nominated for and won an Emmy in 1999 for Outstanding Animation Program. An unrelated series titled Spawn: The Animation is in production since 2009, with Keith David reprising his role as the titular character. Like the comic book, the series features graphic violence, sexual scenes, and extensive use of profanity. Todd McFarlane's Spawn was ranked 5th on IGN's list of The Greatest Comic Book Cartoons Of All Time.",27.654,7.88,259
889,209167,Conversations with a Killer: The Jeffrey Dahmer Tapes,2022-10-07,"Serial killer Jeffrey Dahmer confesses to his gruesome crimes in unguarded interviews, offering an unsettling view into a disturbed mind.",17.291,7.9,231
890,72462,Free Rein,2017-06-22,"A 15-year-old from LA spends the summer at her mom's childhood home on an island off the coast of England, where she bonds with a mysterious horse.",51.259,7.879,202
